代码,简称,公告标题,公告时间,公告
公司净资产
的比重 
是否存在
重大减值
风险 
Mindray Medical 
Netherlands B.V. 
子公司 
7,895,217,029 
荷兰 
医疗器械的销
售 
不适用 
6,737,639 
23.86% 否 
MR Global（HK） 
Limited 
子公司 
10,547,949,117 
香港 
医疗器械的销
售、投资管理 
不适用 
303,663,987 
31.88% 否 
 
2、以公允价值计量的资产和负债 
 适用 □ 不适用 
单位：元 
项目 
期初数 
本期公允价
值变动损益 
计入权益的累计
公允价值变动 
本期计
提的减
值 
本期购买金额 
本期出
售金额 
其他变动 
期末数 
金融资产 
4.其他权益
工具投资 
 
 
20,125,345.00 
 
122,505,219.00 
 
193,211.00 
142,823,775.00 
5.其他非流
动金融资产 
 79,401,838.00 
 
 1,191,135,353.00 
 
 1,270,537,191.00 
上述合计 
0.00 79,401,838.00 
20,125,345.00 
 1,313,640,572.00 
 
193,211.00 1,413,360,966.00 
金融负债 
0.00 
 
 
 
 
 
 
0.00 
其他变动的内容： 
其他变动为外币报表折算差额。 
报告期内公司主要资产计量属性是否发生重大变化 
□ 是  否
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
132 
3、截至报告期末的资产权利受限情况 
截至报告期末，资产权利受限的货币资金为109,903,265. 00 元，主要为信用证/履约保证金及政府补助开放式监管账户等。
截至报告期末，资产权利受限的固定资产为账面价值1,307,260.00 元的土地，作为635,981.00 元长期借款的抵押物。 
 
七、投资状况分析 
1、总体情况 
 适用 □ 不适用 
报告期投资额（元） 
上年同期投资额（元） 
变动幅度 
7,975,042,837.00 
3,834,778,563.00 
107.97% 
2、报告期内获取的重大的股权投资情况 
 适用 □ 不适用 
单位：元 
被投资公
司名称 
主要业
务 
投资
方式 
投资金额 
持股比
例 
资金
来源 
合作
方 
投资
期限 
产品
类型 
截至
资产
负债
表日
的进
展情
况 
预计
收益 
本期投资盈亏 
是否
涉诉 
披露
日期 
披露
索引 
DiaSys 
Diagnostic 
Systems 
GmbH 
体外诊
断产
品、质
控品及
校准品
的研
发、生
产、销
售 
收购 947,054,048
.00 75.00% 自有
资金 无 长期 
体外
诊断
产
品、
质控
品及
校准
品 
完成 
不适
用 -18,126,525.00 
否 
2023
年07
月31
日、
2023
年12
月01
日 
2023-
042、
2023-
063 
合计 
-- 
-- 
947,054,048
.00 
-- 
-- 
-- 
-- 
-- 
-- 
不适
用 -18,126,525.00 
-- 
-- 
-- 
3、报告期内正在进行的重大的非股权投资情况 
 适用 □ 不适用 
单位：元
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
133 
项目名称 
投资
方式 
是否
为固
定资
产投
资 
投资
项目
涉及
行业 
本报告期投入
金额 
截至报告期末累
计实际投入金额 
资金来
源 
项目
进度 
预计
收益 
截止报
告期末
累计实
现的收
益 
未达到
计划进
度和预
计收益
的原因 
披露日
期 
披露
索引 
迈瑞医疗武汉
研究院项目 
自建 是 
医疗
器械
业 
373,104,776.00 
823,631,429.00 
募集资
金及自
有资金 
开工
建设 
不适
用 
不适用 不适用 
2020 年
06 月20
日 
2020-
027 
迈瑞医疗武汉
生产基地项目 
自建 是 
医疗
器械
业 
268,813,434.00 
584,493,800.00 
自有资
金或/及
自筹资
金 
开工
建设 
不适
用 
不适用 不适用 
2020 年
06 月20
日 
2020-
027 
合计 
-- 
-- 
-- 
641,918,210.00 1,408,125,229.00 
-- 
-- 
不适
用 
不适用 
-- 
-- 
-- 
4、金融资产投资 
（1）证券投资情况 
 适用 □ 不适用 
单位：元 
证券品
种 
证券
代码 
证券简
称 
最初投
资成本 
会计计
量模式 
期初
账面
价值 
本期公
允价值
变动损
益 
计入权
益的累
计公允
价值变
动 
本期购买
金额 
本期
出售
金额 
报告
期损
益 
期末账面价
值 
会计核算
科目 
资金
来源 
境内外
股票 
9860.
HK 
艾迪康
控股 
107,636,
069.54 
公允价
值计量 
0.00 
0.00 
5,127,99
6.20 
107,636,0
69.54 
0.00 
0.00 
112,764,065
.74 
其他权益
工具投资 
自有
资金 
境内外
股票 
87359
3.BJ 
鼎智科
技 
10,061,2
80.00 
公允价
值计量 
0.00 
0.00 
15,190,5
60.00 
10,061,28
0.00 
0.00 
0.00 
25,251,840.
00 
其他权益
工具投资 
自有
资金 
基金 
不适
用 
不适用 
1,191,13
5,353.00 
公允价
值计量 
0.00 
79,401,8
38.00 
 
1,191,135
,353.00 
 
 
1,270,537,1
91.00 
其他非流
动金融资
产 
自有
资金 
合计 
1,308,83
2,702.54 
-- 
0.00 
79,401,8
38.00 
20,318,5
56.20 
1,308,832
,702.54 
0.00 
0.00 
1,408,553,0
96.74 
-- 
-- 
（2）衍生品投资情况 
□ 适用  不适用 
公司报告期不存在衍生品投资。
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
134 
5、募集资金使用情况 
 适用 □ 不适用 
（1）募集资金总体使用情况 
 适用 □ 不适用 
单位：万元 
募集
年份 
募集方
式 
募集资金总
额 
募集资金净
额 
本期已使
用募集资
金总额 
已累计使用
募集资金总
额 
报告
期内
变更
用途
的募
集资
金总
额 
累计变更
用途的募
集资金总
额 
累计变
更用途
的募集
资金总
额比例 
尚未使用
募集资金
总额 
尚未使用
募集资金
用途及去
向 
闲置两
年以上
募集资
金金额 
2018 
公开发
行股票 
593,408.00 575,179.95 59,361.17 458,469.38 
0 162,272.54 27.35% 61,142.27 
存放于募
集资金专
户和进行
现金管理 
0 
合计 
-- 
593,408.00 575,179.95 59,361.17 458,469.38 
0 162,272.54 27.35% 61,142.27 
-- 
0 
募集资金总体使用情况说明 
根据中国证监会签发的《关于核准深圳迈瑞生物医疗电子股份有限公司首次公开发行股票的批复》（证监许可[2018] 1436
号文），本公司于2018 年10 月向社会公众发行人民币普通股121,600,000 股，每股发行价格为人民币48.80 元，募集资
金总额为人民币5,934,080,000.00 元。扣除承销保荐费用人民币138,396,226.41 元，实际收到募集资金人民币
5,795,683,773.59 元。扣除发行中介费用人民币43,884,311.43 元后，实际募集资金净额为人民币5,751,799,462.16 元（以下
简称“募集资金”），上述资金于2018 年10 月10 日到位，业经普华永道中天会计师事务所（特殊普通合伙）予以验证
并出具普华永道中天验字（2018）第0626 号验资报告。 
截至2023 年12 月31 日，本公司本年度使用募集资金人民币593,611,662.91 元，累计使用募集资金总额人民币
4,584,693,776.61 元，累计节余募集资金人民币555,682,965.95 元永久补充流动资金用于日常生产经营活动，尚未使用募集
资金余额人民币611,422,719.60 元；募集资金存放专项账户余额人民币862,216,755.10 元与尚未使用的募集资金余额之间
的差异为人民币250,794,035.50 元，包括收到的银行利息人民币250,827,974.40 元，扣除支付的银行手续费人民币
33,938.90 元。 
（2）募集资金承诺项目情况 
 适用 □ 不适用 
单位：万元 
承诺投资项
目和超募资
是否已
变更项
募集资金
承诺投资
调整后投资
总额（1） 
本报告期
投入金额 
截至期末累
计投入金额
截至期
末投资
项目达
到预定
本报告
期实现
截止报
告期末
是否达
到预计
项目可
行性是
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
135 
金投向 
目（含
部分变
更） 
总额 
（2） 
进度
（3）＝
（2）/
（1） 
可使用
状态日
期 
的效益 累计实
现的效
益 
效益 
否发生
重大变
化 
承诺投资项目 
光明生产基
地扩建项目 
否 
73,387.49 
73,387.49 
 
44,931.68 61.23% 已结项 不适用 不适用 不适用 
否 
南京迈瑞外
科产品制造
中心建设项
目 
否 
79,592.45 
79,592.45 
8,133.47 
53,509.85 67.23% 已结项 不适用 不适用 不适用 
否 
迈瑞南京生
物试剂制造
中心建设项
目 
是 
25,474.71 
 
 
 
 已终止 不适用 不适用 不适用 
是 
研发创新平
台升级项目 
是 
18,002.30 
6,753.38 
 
6,753.38 100.00% 已结项 不适用 不适用 不适用 
否 
营销服务体
系升级项目 
是 
93,351.51 
39,442.05 
 
38,456.88 97.50% 已结项 不适用 不适用 不适用 
否 
信息系统建
设项目 
是 
105,371.50 
33,732.05 
 
33,687.34 99.87% 已结项 不适用 不适用 不适用 
否 
偿还银行贷
款及补充运
营资金项目
（注释1） 
否 
179,999.99 179,999.99 
 179,999.99 100.00% 不适用 不适用 不适用 不适用 
否 
武汉研究院
项目 
否 
 162,272.54 51,227.70 101,130.26 62.32% 
2024 年
06 月30
日 
不适用 不适用 不适用 
否 
承诺投资项
目小计 
-- 
575,179.95 575,179.95 59,361.17 458,469.38 
-- 
-- 
 
 
-- 
-- 
超募资金投向 
不适用 
 
 
 
 
 
 
 
 
 
 
 
合计 
-- 
575,179.95 575,179.95 59,361.17 458,469.38 
-- 
-- 
0 
0 
-- 
-- 
分项目说明
未达到计划
进度、预计
收益的情况
和原因（含
“是否达到
预计效益”
不适用
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
136 
选择“不适
用”的原
因） 
项目可行性
发生重大变
化的情况说
明 
迈瑞南京生物试剂制造中心建设项目实施过程中，医疗行业的外部环境发生了诸多变化。为快速满足市场要
求，本公司根据实际情况优化调整生产经营计划，南京试剂产品的产能规模通过本公司深圳光明生产基地得
以扩充。为提高募集资金使用效率，实现本公司股东利益最大化，避免造成资金和资源的损失，上述募投项
目不再适应当前本公司的发展规划，因此决定终止对该项目的投入。本公司于2021 年4 月27 日召开第七届
董事会第十次会议和第七届监事会第八次会议、2021 年5 月19 日召开2020 年年度股东大会，审议通过了
《关于变更部分募集资金投资项目的议案》，同意将已决议终止投入的该项目剩余募集资金25,474.71 万元及
专户利息投入到“武汉研究院项目”的建设。 
超募资金的
金额、用途
及使用进展
情况 
不适用 
募集资金投
资项目实施
地点变更情
况 
不适用 
募集资金投
资项目实施
方式调整情
况 
不适用 
募集资金投
资项目先期
投入及置换
情况 
适用 
2019 年3 月8 日，本公司第六届董事会第二十三次会议、第六届监事会第八次会议审议通过了《关于使用募
集资金置换预先投入募投项目自筹资金的议案》，同意本公司使用募集资金置换预先投入募集资金投资项目
的自筹资金共计人民币10,927.34 万元，一并以募集资金置换已支付发行费用的自有资金人民币43,846,575.63
元；本公司独立董事出具了《独立董事关于第六届董事会第二十三次会议相关事项的独立意见》。前述本公
司以自筹资金预先投入募投项目情况已由普华永道中天会计师事务所（特殊普通合伙）进行专项审核，并出
具了《以自筹资金预先投入募集资金投资项目情况报告的鉴证报告》（普华永道中天特审字（2019）第0051
号）。本公司已于2019 年3 月对前述预先投入募集资金投资项目的自筹资金人民币10,927.34 万元及已支付
发行费用的自有资金人民币43,846,575.63 元完成置换。 
用闲置募集
资金暂时补
充流动资金
情况 
不适用 
项目实施出
现募集资金
结余的金额
及原因 
适用 
本公司于2022 年4 月18 日召开第七届董事会第十六次会议和第七届监事会第十二次会议，并于2022 年5 月
10 日召开了2021 年年度股东大会，审议通过了《关于部分募集资金投资项目结项并将节余募集资金永久补
充流动资金的议案》，鉴于募投项目之“光明生产基地扩建项目”、“研发创新平台升级项目”、“营销服
务体系升级项目”和“信息系统建设项目”已基本达到预定可使用状态、可按实施计划结项，为充分发挥资
金的使用效率，最大程度发挥募集资金效能，结合本公司实际经营情况，同意本公司将节余募集资金人民币
29,485.69 万元及银行利息（最终金额以资金转出当日银行结息金额为准）永久补充流动资金用于日常生产经
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
137 
营活动。 
公司于2023 年7 月3 日召开第八届董事会第二次会议和第八届监事会第二次会议，并于2023 年7 月18 日召
开了2023 年第一次临时股东大会，审议通过了《关于部分募集资金投资项目结项并将节余募集资金永久补充
流动资金的议案》，鉴于募投项目之“南京迈瑞外科产品制造中心建设项目”已基本达到预定可使用状态、
可按实施计划结项，为充分发挥资金的使用效率，最大程度发挥募集资金效能，结合本公司实际经营情况，
同意本公司将节余募集资金人民币26,082.60 万元及银行利息（最终金额以资金转出当日银行结息金额为准）
永久补充流动资金用于日常生产经营活动。 
尚未使用的
募集资金用
途及去向 
尚未使用的募集资金存放于募集资金专户和进行现金管理，并将继续用于投入本公司承诺的募投项目。截至
2023 年12 月31 日，募集资金专户活期存款余额为人民币7,221.68 万元，现金管理余额为人民币79,000.00
万元。 
募集资金使
用及披露中
存在的问题
或其他情况 
不适用 
（3）募集资金变更项目情况 
□ 适用  不适用 
公司报告期不存在募集资金变更项目情况。 
 
八、重大资产和股权出售 
1、出售重大资产情况 
□ 适用  不适用 
公司报告期未出售重大资产。 
2、出售重大股权情况 
□ 适用  不适用 
 
九、主要控股参股公司分析 
 适用 □ 不适用 
主要子公司及对公司净利润影响达10%以上的参股公司情况
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
138 
单位：元 
公司名称 
公司 
类型 
主要业务 
注册资本 
总资产 
净资产 
营业收入 
营业利润 
净利润 
深圳迈瑞软件
技术有限公司 
子公司 
应用软件开
发及销售 
40,000,000.
00 
1,307,530,166
.00 
717,028,488
.00 
3,717,248,860
.00 
3,689,860,233
.00 
3,348,576,961
.00 
深圳迈瑞科技
控股有限责任
公司 
子公司 投资管理 
1,475,000,0
00.00 
2,185,903,996
.00 
2,185,471,5
27.00 
0.00 
1,420,921,530
.00 
1,420,456,887
.00 
 
报告期内取得和处置子公司的情况 
 适用 □ 不适用 
公司名称 
报告期内取得和处置子公司方式 
对整体生产经营和业绩的影响 
DiaSys Diagnostic Systems GmbH 及其下属子公司
（DiaSys Group） 
非同一控制下企业合并 
加速公司体外诊断业务国际化布
局、提升产品竞争力 
Hytest North America, Inc. 
设立 
拓展海外业务 
Mindray Technology Rus Limited Liability Company 
设立 
拓展海外业务 
Mindray Medical Kazakhstan LLP 
设立 
拓展海外业务 
深圳迈瑞工业智能科技有限公司 
设立 
拓展境内业务 
广州迈瑞医疗科技有限公司 
设立 
拓展境内业务 
杭州迈瑞医疗电子有限公司 
设立 
拓展境内业务 
天津迈瑞科技有限公司 
设立 
拓展境内业务 
上海援瑞科技有限公司 
设立 
拓展境内业务 
主要控股参股公司情况说明 
1、深圳迈瑞软件技术有限公司主要从事软件产品的开发和销售，销售收入和利润均来自于软件产品的销售。 
2、深圳迈瑞科技控股有限责任公司主要从事投资管理，利润主要来自集团内子公司分红产生的投资收益。 
 
十、公司控制的结构化主体情况 
□ 适用  不适用
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
139 
十一、公司未来发展的展望 
（一）公司未来发展目标 
在公司创立的第一个十年中，迈瑞分别推出了监护仪、血球、超声三款产品，基本确立了以生命信息
与支持、体外诊断、医学影像为核心的三大业务领域。公司主要通过自主研发、并辅以并购整合，不断丰
富三大业务领域的产品组合，持续拓展迈瑞的能力边界，可及市场空间不断扩容。经过三十多年的自主创
新，公司逐渐从单一医疗器械产品的供应商蜕变成为提升医疗机构整体诊疗能力的服务商，并已经初步完
成了“设备+IT+AI”的智能医疗生态系统的搭建，具备了定制全院级数智化整体解决方案的能力。从中长
期来看，公司将重点培育包括微创外科、心血管、动物医疗等种子业务，同时积极探索分子诊断、临床质
谱、手术机器人等新兴赛道，这些突破将会极大地拓展迈瑞的可及市场和核心能力，为公司谋求长远发展
奠定坚实的基础。 
未来十年，中国乃至海外新兴市场国家，将是医疗器械快速发展的风口。在中国市场，迈瑞已建立起
完善的市场覆盖和极致的客户群细分管理，结合竞争力突出的产品和解决方案，将抓住中国医疗新基建以
及市场持续扩容的良好机遇。在新兴市场国家，迈瑞已建立起广泛的营销网络覆盖，通过复制在中国积累
起来的管理和营销经验，结合本地化平台能力建设，市场占有率和品牌地位有望快速攀升，新兴市场国家
有望接棒中国成为拉动集团持续增长的新引擎。在未来全球医疗新基建的浪潮中，公司将以中国和新兴市
场国家为主要增长动力，同时通过在发达国家持续耕耘构建品牌知名度和影响力，加速全球化渗透。 
目前，迈瑞在全球医疗器械行业领域已经完全实现了从追随者到挑战者身份的转变，部分成熟业务已
经进入了引领者的阶段，未来的发展目标是2025 年进入全球医疗器械榜单前二十，并在全面实现引领者
的道路上不断开拓迈进。 
（二）公司未来发展战略 
公司将始终秉持“医心一意”的核心理念，致力于普及高端科技，成为守护人类健康的核心力量。公
司将继续以振兴民族医疗器械为己任，以技术创新为精神内核，不断推动产业战略升级，引领市场，深耕
全球，布局未来，带动国内医疗器械产业与世界一流医疗器械企业跨越式接轨。公司深谙医疗器械行业的
发展逻辑，紧抓技术创新和并购整合两条路径，国内外均衡布局，力争在未来成为世界级领先的医疗器械
企业。 
1、聚焦主营业务，同时着力培养成长性业务 
在产品线布局方面，公司将集中主要资源聚焦于主营业务，进一步巩固在生命信息与支持产品领域的
领先地位，以及提升体外诊断及医学影像业务在全球市场的占有率，同时培育新的快速增长点。
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
140 
具体而言，公司在主营业务如监护、麻醉、呼吸、除颤、血球、超声等领域已处于全球前列。未来几
年，公司将以客户需求为导向，继续夯实主营业务的领导地位，并寻求技术突破。公司将保障以下业务的
研发投入力度，包括体外诊断产品线的化学发光免疫诊断、凝血、智能化检验流水线，医学影像产品线的
超高端超声和临床细分应用超声等，培育其成为全球领先的业务领域。公司将继续丰富“瑞智联”生态系
统，构建设备全息数据库，与医院已有的临床数据库互补并有机结合，助力大数据科研；继续开发“瑞影
云++”影像云服务平台的应用场景，助力提升医联体/医共体整体诊疗水平；不断拓展“迈瑞智检”实验
室解决方案在全流程智慧管理要素的覆盖，检验报告质量和能力提升的专业云功能应用，以跨产品信息交
互实现跨科室交流、跨学科诊疗、跨区域服务患者的诊疗融合创新。同时，不断丰富和完善“设备+IT+AI”
的智能医疗生态系统，通过“数智化”的技术手段，以AI 辅助临床决策、IT 进行数据整合、设备开展融
合创新，不断丰富数智化解决方案的场景，从医疗服务、人才培养、运营管理、人文关怀等方面助力健康
中国建设。公司将持续加大微创外科、心血管、动物医疗等种子业务的研发投入，并积极探索分子诊断、
临床质谱、手术机器人领域，采用内外部研发相结合的方式，加快在这些领域的研发节奏。依托于公司深
厚的全球研发实力和持续的资金投入，公司将对前沿技术进行不断探索，为公司的长久发展提供持续动力。 
2、对标国际医疗器械行业巨头，深入推进全球化平台发展 
公司致力于以全球最高质量标准优化管理职责、生产控制、纠正预防、设计控制等模块，以高精尖的
产品质量、一流的研发团队、全球化的战略眼光，在欧美等发达国家乃至全球市场内展现“中国创造”的
形象。 
公司将采取针对性措施，应对日趋激烈的全球医疗器械市场竞争，综合考虑当地经济环境、政策环境、
市场发展前景、现有销售状况等因素，凭借产品在全球市场卓越的品牌形象、通达的渠道基础和庞大的客
户群体，积极拓展现有销售网络布局，进一步提升销售及服务能力，利用优势区域的辐射作用，深入拓展
市场，建设广覆盖、高门槛的全球销售网络体系；公司将凭借不断开拓进取的全球并购整合体系，融合被
并购企业本土化的销售网络和客户需求反馈系统，进一步提升产品在全球范围内的竞争力。 
公司将致力于深化全球销售网络的本地化纵深度，在更多国家和地区建立具有全球化视野的当地销售
团队，及时、全面、多层次地把握客户需求，提升销售服务的响应速度。同时，借助全球化的销售网络体
系，进一步夯实全球研发、销售、制造、用服一体化平台，调配全球范围内的优质资源，融合境外公司的
创新能力以及境内的工程实现优势，集中力量布局特定领域的技术研发，大幅提升公司产品在全球市场的
竞争力，为公司“坚守技术创新”的精神内核不断注入活力。 
（三）2024 年度的经营计划
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
141 
未来，公司将紧抓国内外医疗器械行业快速发展的历史机遇，持续以客户需求为导向，通过自主研发
和技术创新，不断提高并发挥在研发、技术、制造、质量、产品、市场、渠道、服务等多方面的经营优势，
不断强化公司的核心竞争力及盈利能力，实现持续健康的增长。 
2024 年，公司将在聚焦主业的同时，着力培养成长性业务，全面加强产品研发、市场拓展、海外本地
化平台建设等多方面综合能力，有序推进公司的战略规划和业务布局，优化生产以及管理效率，以期营业
收入和经营业绩保持稳健良好增长态势。2024 年公司的经营计划如下： 
1、研发创新计划 
公司秉持以技术创新为精神内核的理念，始终走在行业内技术创新升级的最前端，未来发展也将一以
贯之。 
2024 年，公司将在现有积累的基础上，持续加大对各个业务领域的研发投入，着力于相关学科前沿技
术的融合，为己所用，提升研发实力，保持技术上的领先优势。 
生命信息与支持：在监护产品方向，围绕状态监护，聚焦智能化产品新形态，开展状态监护预警、智
能报警、临床辅助决策、高可靠无线互联等技术；围绕移动监护，持续完善无线高可靠、参数精准测量、
极致化产品设计等技术，持续打造全球领先、智能且经济的重症、亚重症的全院生态监护系统；在除颤产
品方向完善小型化产品形态，持续打造手持超声、转运呼吸机、输注泵等急救设备互联与应用融合，结合
4G/5G 网络打造全球领先的院前急救生态系统；在泵产品方向聚焦院内细分与院间转运应用，开展监护与
泵融合报警，进一步完善全院生态监护系统产品族，提升全院综合解决方案。麻醉呼吸领域，在麻醉产品
领域打造全新一代麻醉机平台，针对不同麻醉场景，推出完善的麻醉通气解决方案；并围绕麻醉生态圈，
持续打造静吸复合麻醉系统、智能麻醉等行业领先技术；呼吸方向聚焦生命信息与支持的各大生态圈，在
重症方向重点开发智能化的辅助诊疗工具，同时拓展进入急救转运等细分领域，补齐氧疗等呼吸小产品细
分，进一步探索新的赛道和新业务，合力打造迈瑞特色的生态圈。同时，公司将持续升级生命信息与支持
的相关设备，加强生命信息与支持设备之间的跨院区、跨地域的互联互通：依托监护仪、除颤仪、麻醉机、
呼吸机、输注泵、灯床塔等产品和“瑞智联”生态系统，全面提升重症、手术、急诊等场景下工作流和易
用性，提供高效临床应用工具。 
体外诊断：公司将重点围绕基于不同实验室的场景，利用集成化、自动化、信息化和智能化的技术融
合，提供“设备+IT+AI”的数智化解决方案，全面提升检验工作流和检验学科建设；通过临床需求牵引，
加强对检测系统平台的建设，使得生化、免疫、凝血、微生物等检测性能达到国际领先水平；通过掌握核
心原材料，全面提升试剂性能和供应安全性，积极投入创新试剂产品研发。生化、免疫仪器在自动化流水
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
142 
线、检验科室智能化等方面发力，提供灵活多样，落地性强的解决方案；生化、免疫试剂将参考临床应用
要求，积极研发新兴检测项目，为临床医生提供更多高效的检测手段；对血液体液细胞分析技术进行更深
入的研究，重点开展基于临床需要的人工智能识别、自动化分析、智能化工作流提升等技术研究，扩大血
液分析技术上的领先优势；围绕打造一流的凝血检测系统目标，在高速高通量凝血检测系统、自动化与智
能化分析、全自动凝血检测流水线及新项目检测试剂盒等领域展开关键技术攻关和产品化，进一步扩大国
内技术领先优势；在“迈瑞智检”实验室解决方案领域，深入临检大数据挖掘和信息化整合，为临床提供
更加深入的临床价值，同时优化科室管理，提升科室运营效率。 
医学影像：在超声领域，加强对新一代探头技术、超声成像系统架构、波束合成技术、算力平台的进
一步的研究，在面阵探头、无线超声、实时三维成像、弹性与粘弹性成像、造影成像、光声成像、“瑞影
云++”、介入超声、临床科室床旁超声应用、超声远程质控、医学影像设备互联生态等方面持续研究和探
索，并继续开展基于大数据的智能化技术在超声成像、工作流、辅助诊断、智能质控等方面的研究与应用，
并探索AI 大模型在医用超声领域的应用，扩大公司在全球超声影像技术上的领先优势。同时，加大对下
一代专业全身超声、专业妇产超声、专业心脏超声、急重症超声、麻醉超声等临床应用领域的研发投入。
在放射领域，加强影像链各核心技术和关键部件的研发，进一步扩大自研自产带来的竞争优势；基于用户
需求，充分利用自身优势拓展放射科外临床科室的应用；同时加快“瑞影云++” 与自动图像质控的融合落
地，助力医联体/医共体建设。 
微创外科：重点开展超高清摄像技术、近红外荧光摄像技术、三维摄像技术、能量平台和智能吻合器
的研究工作，并积极开展AI 图像处理在图像优化、辅助工具的技术研究。基于临床应用场景，积极开展能
量平台与硬镜系统、硬镜器械的协同应用，并开发更多微创外科手术中所需要使用的高值耗材，为临床应
用提供系统性解决方案。 
动物医疗：面向不同动物物种以及应用场景，建立体外诊断、生命信息与支持、医学影像技术研究平
台。在医学影像领域，超声产品重点开展ZST+技术的动物图像适用性研究，以及符合动物特点的超声探头
的研究，进一步提升全线产品的图像质量；开展智能化功能研究，提高医生的工作效率；进一步研究影像
设备的标准化工作流程，提升影像产品扫查工作的质控水平；研究影像设备的在线工作指南，做到易学易
用；DR 产品重点开展一体化机头技术研究，为输出高性能的DR 产品奠定基础。在生命信息与支持领域，
重点开展围术期解决方案、病房/ICU 解决方案、大外科解决方案的研究；通过多设备融合和信息技术的应
用开发，综合提升科室级和全院级的临床价值、效能及安全性，为各类客户带来更多的帮助与价值。在体
外诊断领域，重点开展院内市场产品线拓展，从血液分析拓展到更多实验室检测相关子业务，重点进行动
物专用化的快检设备以及相关试剂的研究；针对动物医院特殊的应用场景，开发快速高效、简单易用的体
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
143 
外诊断产品；同时加快院内信息化软件产品的开发节奏，重点研究动物医院信息化管理解决方案，提高各
子业务检测设备的信息化水平，逐步形成院内检验设备从单机到多业务信息化的完整生态系统，为动物医
院提供更高效的临床检验综合解决方案。 
未来，公司将调配全球范围内的优质资源，融合海外研发中心的技术创新能力、客户需求的把握能力
以及国内研发中心高效的工程技术实现能力，建立高效的全球研发体系。通过全价值链DFX（Design for 
X，面向产品生命周期各环节的设计。X 可以代表采购、制造、服务等各方向，也可以代表产品竞争力或
决定产品竞争力的因素）设计，构建全面的成本优势，提升业务运营效率。 
2、营销体系计划 
2024 年，公司将对全球营销管理体系进行进一步优化，包括加速拓展全球本地化网络布局，加强全球
仓网布局，并全面加强海外本地化生产能力，提高市场应变能力和临床服务水平，同时积极把握全球市场
医疗新基建的机遇，在过去几年实现大规模高端客户突破的基础上，积极响应和抓住市场需求，扩大市场
占有率和提升高端客户渗透率，尤其是加快国际体外诊断业务在海外高端医院和第三方连锁实验室的渗透
速度，保持公司长远、健康的可持续发展。 
在国内销售方面，公司将发挥引领作用，助力中国医疗系统与疾控体系能力的提升： 
（1）2021 年2 月19 日，中央全面深化改革委员会审议通过《关于推动公立医院高质量发展的意见》，
肯定了公立医院的主力军地位，并提出“加快优质医疗资源扩容和区域均衡布局”的清晰指引，包括：1）
国家医学中心和国家区域医疗中心建设；2）一院多区发展建设；3）临床重点专科建设。在新一轮公立医
院扩容主导的医疗新基建中，迈瑞作为龙头企业将持续发挥重要的作用。从迈瑞可及市场的角度来看，截
至报告期末，国内医疗新基建待释放的市场空间仍有超过200 亿元； 
（2）国家卫健委不断深化医改，以公立医院绩效考核（国考）为指挥棒，引导公立医院强化信息化建
设、强化外科手术能力提升。这两个领域迈瑞都有相应的产品解决方案，以及人才培养、学科建设方案，
能全方位配合医院需求。这也是作为行业领先企业的重要机遇。DRG 和DIP 作为深化支付方式改革的重
要工具，是推动和实现高质量公立医院改革发展的重要抓手，将进一步规范国内的医疗环境和医保支出结
构，直接推动检验科更加重视耗材的采购成本，加速具备核心竞争力和高性价比的国产产品渗透，对医疗
器械行业全产业链产生深远影响； 
（3）2024 年3 月24 日，在中国发展高层论坛2024 年年会上，国家发展改革委主任表示，将在工业、
农业、建筑、交通、教育、文旅、医疗等7 大领域推动设备更新，有望形成年规模5 万亿以上的巨大市场。
2024 年4 月7 日，为贯彻中央经济工作会议和中央金融工作会议精神，落实国务院常务会议关于推动新一
深圳迈瑞生物医疗电子股份有限公司2023 年年度报告 
144 
轮大规模设备更新和消费品以旧换新的决策部署，中国人民银行设立科技创新和技术改造再贷款，额度达
5000 亿元，发放对象包括国家开发银行、政策性银行、国有商业银行、中国邮政储蓄银行、股份制商业银
行等21 家金融机构。科技创新和技术改造再贷款的设立将有利于引导金融机构在自主决策、自担风险的
前提下，向处于初创期、成长期的科技型中小企业，以及上述7 大重点领域的数字化、智能化、高端化、
绿色化技术改造和设备更新项目提供信贷支持。迈瑞广泛布局的产品线和全院级数智化整体解决方案能够
充分满足医疗机构对医疗设备和解决方案更新换代的需求。 
除此以外，公司将继续延续既定的销售体系建设目标：进一步细分市场、细分队伍、细分学术，更好
地贴近客户；进一步提升公司的综合服务能力、运营效率、降低现有成本；持续优化网点维修中心，增加
相应的人员配置，提高客户售后服务响应速度；对各网点培训中心进行升级，以期为当地终端客户和渠道
